user_id,transaction_amount,timestamp,account_balance,previous_fraudulent_activity,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,risk_score,is_weekend,fraud_label
USER_8968,129.22,2023-05-18 18:25:00,19305.37,0,13,368.53,3,Discover,44,0.7823,0,0
USER_6129,13.36,2023-07-13 16:27:00,12122.23,0,6,363.3,0,Visa,159,0.8096,0,0
USER_6910,272.93,2023-03-10 02:01:00,34981.69,0,4,128.02,3,Mastercard,121,0.3406,0,0
USER_6333,23.69,2023-02-16 03:22:00,24626.76,0,13,23.77,2,Amex,25,0.6866,0,0
USER_4369,70.81,2023-10-08 19:40:00,99005.13,0,3,362.81,3,Visa,211,0.5454,1,0
USER_5004,22.63,2023-05-07 04:16:00,85873.02,0,3,282.11,3,Discover,163,0.3183,1,0
USER_1299,92.27,2023-08-31 05:34:00,69161.25,0,14,296.52,4,Mastercard,185,0.9537,0,1
USER_5589,112.72,2023-02-24 10:48:00,85678.68,0,5,403.13,3,Discover,64,0.1398,0,0
USER_4320,213.77,2023-09-12 12:46:00,44775.66,0,11,449.66,2,Amex,179,0.1848,1,0
USER_7970,3.06,2023-03-14 18:56:00,75650.51,0,3,391.4,0,Discover,62,0.0077,0,0
USER_7335,308.73,2023-07-18 22:17:00,841.65,0,9,184.97,3,Amex,51,0.6362,0,0
USER_1353,18.98,2023-04-27 10:23:00,96821.71,0,5,286.61,1,Discover,202,0.9372,0,1
USER_7190,38.1,2023-06-08 07:01:00,80339.18,0,4,376.23,0,Visa,209,0.7429,0,0
USER_9641,69.78,2023-04-15 02:12:00,84572.25,0,5,278.72,1,Visa,143,0.9892,1,1
USER_7599,29.6,2023-01-07 17:23:00,91272.39,1,5,423.67,3,Amex,132,0.4975,0,0
USER_1490,231.0,2023-04-21 10:33:00,50228.86,0,11,261.18,2,Mastercard,11,0.8829,0,1
USER_9717,24.48,2023-07-26 12:48:00,89578.63,0,10,380.6,2,Mastercard,223,0.319,0,0
USER_3789,237.11,2023-04-09 09:26:00,38531.58,0,5,397.31,2,Discover,8,0.7501,1,0
USER_3467,306.6,2023-11-07 20:48:00,66429.56,0,13,130.04,0,Discover,108,0.4144,1,0
USER_1329,29.72,2023-11-24 10:43:00,88648.99,0,3,54.98,2,Mastercard,55,0.4566,0,0
USER_4932,124.88,2023-10-06 08:29:00,72517.85,0,4,459.11,1,Mastercard,93,0.6091,0,0
USER_5318,27.92,2023-11-14 02:39:00,77140.55,0,3,464.6,0,Discover,105,0.1976,0,0
USER_7101,34.39,2023-12-31 06:09:00,44749.59,0,10,342.54,3,Amex,182,0.673,0,0
USER_7646,95.05,2023-04-04 22:56:00,83198.66,0,10,37.39,1,Amex,151,0.3344,0,0
USER_8482,31.7,2023-05-20 13:52:00,82964.35,0,11,338.59,2,Visa,103,0.0055,0,0
USER_6828,191.97,2023-11-12 11:09:00,67585.77,0,13,302.64,3,Mastercard,41,0.0958,0,0
USER_3415,44.07,2023-08-03 19:10:00,11918.09,0,11,376.21,3,Visa,231,0.3889,0,0
USER_1296,25.38,2023-12-10 06:24:00,48704.75,0,7,115.09,3,Mastercard,168,0.3222,0,0
USER_8825,394.62,2023-11-12 01:51:00,71321.68,0,7,316.12,0,Discover,68,0.6492,0,0
USER_2051,63.37,2023-07-16 12:59:00,47665.1,0,4,109.07,2,Discover,20,0.2708,0,0
USER_9409,16.97,2023-08-19 11:56:00,52165.88,0,10,319.69,0,Visa,103,0.7169,0,0
USER_5520,363.86,2023-09-28 03:41:00,90037.97,1,10,24.57,2,Discover,140,0.2718,1,0
USER_2517,106.2,2023-08-18 05:12:00,31890.74,0,6,418.15,3,Visa,94,0.2693,0,0
USER_2084,70.42,2023-08-14 04:36:00,21248.8,0,1,377.0,1,Discover,15,0.8499,0,0
USER_5180,21.33,2023-06-24 01:10:00,96219.67,0,2,159.98,0,Discover,77,0.1647,1,0
USER_6874,64.23,2023-04-05 19:36:00,67088.03,0,14,324.54,0,Mastercard,38,0.1274,0,0
USER_3288,298.9,2023-08-30 05:30:00,55658.79,0,14,60.8,1,Mastercard,42,0.9441,0,1
USER_2399,173.68,2023-06-17 10:53:00,50940.03,0,10,282.28,4,Discover,71,0.7388,0,1
USER_3739,126.92,2023-11-03 06:28:00,85516.43,0,12,373.92,4,Discover,201,0.3925,0,1
USER_5231,40.64,2023-07-23 14:46:00,76016.81,0,5,359.54,1,Amex,128,0.6901,0,0
USER_1970,12.87,2023-08-05 04:14:00,51260.5,0,1,230.41,2,Discover,235,0.4653,1,0
USER_1362,3.1,2023-03-30 12:02:00,76141.76,0,10,204.59,4,Visa,67,0.7693,0,1
USER_7002,31.27,2023-05-28 21:51:00,6814.33,0,5,449.24,2,Amex,122,0.737,1,0
USER_6333,77.02,2023-04-11 04:53:00,35240.55,0,10,232.91,0,Discover,194,0.4556,0,0
USER_2927,9.21,2023-05-07 01:01:00,29122.14,0,3,58.34,2,Visa,167,0.4958,0,0
USER_4250,24.95,2023-10-03 07:09:00,40716.69,0,1,57.26,1,Mastercard,70,0.3064,1,0
USER_1586,48.03,2023-03-18 07:20:00,64769.27,0,5,495.11,1,Mastercard,12,0.1824,0,0
USER_9555,31.32,2023-12-27 23:35:00,11082.48,0,11,68.46,3,Visa,31,0.491,1,0
USER_9814,60.8,2023-05-25 08:46:00,48076.05,0,1,130.51,1,Mastercard,74,0.3993,1,0
USER_9781,98.82,2023-01-14 14:07:00,20800.69,0,10,440.03,0,Discover,151,0.1682,0,0
USER_5143,32.32,2023-12-25 22:20:00,35239.44,0,12,260.55,1,Amex,93,0.69,0,0
USER_6868,174.45,2023-12-18 16:19:00,73618.23,0,9,386.62,3,Amex,207,0.4651,1,0
USER_8955,109.35,2023-04-04 15:05:00,42365.28,0,4,355.47,1,Discover,103,0.389,0,0
USER_9104,22.51,2023-05-12 15:42:00,1651.62,0,2,470.64,0,Amex,23,0.4306,1,0
USER_3053,35.93,2023-09-06 22:45:00,83856.0,1,7,233.36,2,Amex,167,0.6015,0,0
USER_4414,282.59,2023-09-04 16:01:00,62888.38,1,2,105.64,0,Discover,104,0.8951,0,1
USER_2530,263.8,2023-10-10 03:48:00,94812.91,0,3,476.31,2,Visa,139,0.8601,0,1
USER_5978,58.79,2023-03-15 22:49:00,81359.53,0,8,373.39,0,Discover,91,0.2124,1,0
USER_7333,124.74,2023-05-21 14:40:00,61520.85,0,13,293.03,1,Mastercard,196,0.4269,0,0
USER_7982,48.92,2023-11-09 05:58:00,13124.53,0,1,131.59,1,Mastercard,79,0.9879,1,1
USER_1081,4.97,2023-08-21 21:55:00,19504.57,0,8,394.36,3,Mastercard,205,0.3491,0,0
USER_8172,50.4,2023-12-04 08:41:00,70996.25,0,14,84.89,1,Amex,74,0.5126,0,0
USER_8784,180.62,2023-07-05 08:50:00,53345.96,0,4,47.79,2,Discover,90,0.6589,0,0
USER_1446,140.6,2023-09-26 17:13:00,13935.49,0,9,227.36,1,Mastercard,200,0.7153,0,0
USER_5144,231.35,2023-09-11 11:35:00,92933.91,0,8,478.76,1,Visa,34,0.1123,1,0
USER_6056,212.22,2023-12-27 20:03:00,6753.07,0,4,107.26,4,Discover,179,0.4688,0,1
USER_5047,147.84,2023-11-08 16:16:00,46527.47,0,1,131.17,3,Visa,148,0.6642,0,0
USER_2545,158.85,2023-07-30 12:24:00,11813.99,0,14,465.49,1,Amex,79,0.3265,0,0
USER_1455,4.43,2023-04-01 08:34:00,18905.83,0,9,292.94,3,Mastercard,18,0.4432,1,0
USER_5937,85.45,2023-09-09 10:02:00,41767.46,0,14,228.01,0,Mastercard,92,0.3784,0,0
USER_1555,99.32,2023-03-30 03:14:00,29329.35,0,10,34.74,4,Visa,167,0.1655,1,1
USER_7021,87.29,2023-09-06 23:14:00,82933.42,1,2,270.04,0,Amex,115,0.1413,1,0
USER_5459,229.0,2023-07-18 16:47:00,20413.24,0,5,492.31,2,Visa,107,0.3067,0,0
USER_4575,22.4,2023-12-18 00:16:00,87085.89,0,9,258.53,1,Mastercard,78,0.1453,1,0
USER_7422,263.59,2023-12-11 22:48:00,98730.52,1,4,79.03,1,Mastercard,157,0.3619,0,0
USER_7275,425.97,2023-12-28 17:35:00,14127.88,0,4,136.02,3,Mastercard,157,0.314,1,0
USER_3374,119.44,2023-12-02 17:34:00,18698.54,0,2,21.14,0,Discover,105,0.6425,0,0
USER_8445,18.41,2023-11-28 19:21:00,48723.59,0,2,51.4,3,Mastercard,82,0.8117,0,0
USER_5604,8.74,2023-05-06 05:38:00,1686.45,0,10,375.95,1,Discover,13,0.6706,0,0
USER_1941,513.78,2023-01-14 21:25:00,63548.64,0,6,327.31,0,Amex,201,0.6938,0,0
USER_1872,57.85,2023-11-27 15:04:00,28459.14,0,13,71.66,4,Amex,81,0.9129,0,1
USER_9632,27.64,2023-08-05 21:04:00,12521.24,0,6,127.39,4,Discover,16,0.76,0,1
USER_6371,64.61,2023-06-22 22:04:00,94289.85,0,11,332.4,3,Amex,139,0.6274,0,0
USER_1509,106.84,2023-01-09 03:23:00,55417.27,0,13,277.96,0,Discover,65,0.3657,0,0
USER_8062,80.2,2023-12-17 11:54:00,82626.55,0,5,151.98,0,Mastercard,159,0.0462,1,0
USER_7132,11.91,2023-07-12 19:59:00,75447.75,0,7,86.6,1,Visa,69,0.2151,0,0
USER_3555,202.75,2023-09-18 06:38:00,58180.36,0,8,77.57,0,Discover,6,0.1632,1,0
USER_5365,45.05,2023-11-20 22:19:00,7142.75,0,6,177.07,0,Mastercard,32,0.8534,1,1
USER_8432,68.08,2023-03-09 07:45:00,11823.74,0,14,124.97,2,Visa,116,0.3606,1,0
USER_9628,38.38,2023-07-20 05:24:00,33764.14,0,3,111.29,4,Discover,109,0.6095,0,1
USER_3454,45.14,2023-04-27 02:53:00,90226.22,0,6,15.74,1,Visa,62,0.0042,0,0
USER_2488,40.68,2023-10-03 11:13:00,73513.35,0,3,27.19,1,Discover,40,0.8577,0,1
USER_4414,28.93,2023-02-25 22:53:00,21457.06,0,4,356.78,0,Amex,124,0.5639,0,0
USER_2520,211.35,2023-10-30 07:16:00,83061.48,0,3,209.73,4,Mastercard,234,0.4945,1,1
USER_3767,221.65,2023-06-30 03:26:00,4113.54,0,1,380.62,0,Mastercard,153,0.8891,0,1
USER_6354,203.14,2023-08-03 20:06:00,55114.35,0,14,29.4,4,Amex,121,0.7617,0,1
USER_7966,77.56,2023-09-22 19:14:00,35091.4,0,3,126.65,2,Discover,84,0.7788,1,0
USER_7795,43.67,2023-02-01 11:09:00,871.39,0,8,281.45,0,Amex,64,0.1535,0,0
USER_2517,35.48,2023-08-27 03:48:00,96433.2,0,10,274.94,4,Amex,223,0.9509,0,1
USER_1325,69.42,2023-03-27 19:01:00,55756.5,0,2,67.54,3,Amex,38,0.499,0,0
USER_9174,105.88,2023-08-02 14:07:00,12611.33,0,12,155.72,1,Discover,207,0.5794,0,0
USER_2725,97.23,2023-11-10 02:24:00,50077.22,0,4,206.5,3,Visa,103,0.6551,0,0
USER_1564,309.46,2023-12-10 11:13:00,1754.34,0,2,452.58,1,Visa,139,0.2389,0,0
USER_8972,86.97,2023-01-29 18:06:00,3919.19,1,10,236.75,4,Mastercard,8,0.1571,0,1
USER_4815,110.75,2023-12-14 13:41:00,67075.63,0,4,484.92,3,Amex,89,0.1995,0,0
USER_5102,209.18,2023-03-04 07:11:00,15932.19,0,14,10.28,0,Mastercard,105,0.8742,0,1
USER_2386,184.5,2023-12-02 03:05:00,34642.47,0,13,10.0,4,Mastercard,91,0.4426,0,1
USER_7058,17.04,2023-06-28 13:48:00,41936.84,0,6,403.46,3,Discover,34,0.4467,0,0
USER_2767,12.13,2023-05-16 12:47:00,86906.22,0,4,347.35,1,Discover,73,0.6382,0,0
USER_9455,260.47,2023-07-06 23:07:00,93531.71,0,8,287.19,1,Mastercard,63,0.978,1,1
USER_7308,68.1,2023-12-07 16:14:00,58137.59,0,3,441.96,3,Amex,20,0.6328,1,0
USER_4376,170.02,2023-08-17 00:01:00,91895.42,0,2,321.48,3,Mastercard,98,0.6698,0,0
USER_5471,182.66,2023-10-30 20:56:00,54959.93,0,5,351.34,0,Visa,126,0.3398,0,0
USER_4963,92.96,2023-12-30 08:56:00,49229.92,0,4,494.79,4,Discover,116,0.2061,0,1
USER_7763,144.37,2023-03-27 06:31:00,35724.0,0,8,155.47,1,Mastercard,200,0.8291,0,0
USER_2714,3.54,2023-11-17 08:43:00,30122.65,0,7,158.73,2,Amex,4,0.7642,0,0
USER_6956,13.26,2023-09-20 04:36:00,61487.58,0,9,409.11,4,Amex,15,0.9841,0,1
USER_5261,17.99,2023-04-26 00:56:00,96549.63,0,11,424.95,0,Amex,139,0.3667,0,0
USER_3529,153.67,2023-03-05 21:45:00,49487.07,0,13,70.46,3,Visa,150,0.7741,0,0
USER_9418,70.71,2023-09-19 11:00:00,32856.05,0,11,315.57,3,Amex,2,0.1951,0,0
USER_4574,3.37,2023-03-01 02:17:00,36893.16,0,1,462.86,4,Mastercard,116,0.1696,0,1
USER_6999,157.68,2023-02-03 17:14:00,10182.62,0,9,106.06,2,Amex,229,0.9827,1,1
USER_1687,82.06,2023-09-09 10:55:00,7950.28,1,1,193.5,0,Amex,52,0.9414,0,1
USER_8884,5.32,2023-11-04 06:46:00,29798.65,0,6,326.03,4,Discover,10,0.4979,1,1
USER_9392,119.95,2023-09-16 23:50:00,13855.65,1,12,129.11,0,Mastercard,91,0.5708,1,0
USER_8589,117.28,2023-10-15 02:05:00,3767.23,0,6,10.31,2,Amex,221,0.4682,0,0
USER_8572,181.73,2023-10-13 18:03:00,47292.37,1,12,63.67,3,Amex,57,0.7188,1,0
USER_7567,62.48,2023-03-01 08:18:00,43449.02,0,5,325.07,4,Mastercard,157,0.0323,0,1
USER_4321,40.59,2023-06-24 08:54:00,62096.26,0,3,122.7,3,Amex,9,0.215,0,0
USER_9845,112.39,2023-12-26 16:57:00,70908.88,0,2,413.55,0,Mastercard,82,0.4571,1,0
USER_6854,28.15,2023-04-09 21:33:00,31016.2,0,12,254.87,0,Discover,23,0.091,0,0
USER_6108,117.73,2023-10-16 17:27:00,74877.56,1,14,495.48,0,Visa,219,0.0956,0,0
USER_6641,15.36,2023-11-11 02:15:00,37831.81,0,14,185.67,1,Amex,87,0.2789,0,0
USER_3834,117.16,2023-12-07 23:53:00,27098.65,1,14,497.79,3,Amex,167,0.881,0,1
USER_4864,201.85,2023-10-13 13:49:00,4154.2,0,6,229.49,2,Mastercard,144,0.0804,0,0
USER_6688,149.61,2023-12-28 22:45:00,69323.72,1,6,356.61,3,Amex,71,0.5208,1,0
USER_9070,226.29,2023-07-24 13:06:00,75649.09,0,5,94.12,0,Discover,130,0.8839,0,1
USER_2793,46.84,2023-07-25 04:51:00,31019.08,0,14,377.67,2,Visa,7,0.9745,1,1
USER_4863,82.54,2023-09-25 12:04:00,38836.67,0,12,84.02,4,Visa,135,0.2806,0,1
USER_7142,16.98,2023-10-26 13:57:00,69035.41,0,3,235.83,1,Amex,94,0.3388,0,0
USER_2597,38.75,2023-09-27 07:23:00,17387.96,0,6,457.1,3,Discover,216,0.6657,0,0
USER_6079,305.14,2023-02-21 03:38:00,76589.09,0,8,129.07,1,Mastercard,85,0.6042,0,0
USER_4370,68.78,2023-08-04 08:35:00,62815.77,0,5,467.5,3,Discover,70,0.6813,1,0
USER_2030,49.26,2023-03-08 01:15:00,3624.33,0,13,61.04,2,Discover,229,0.8769,0,1
USER_3127,5.0,2023-05-13 08:08:00,60075.24,0,5,307.9,4,Discover,116,0.2179,0,1
USER_7640,0.8,2023-03-14 19:43:00,16658.09,0,3,425.73,2,Mastercard,93,0.7136,1,0
USER_3389,29.2,2023-09-21 05:42:00,66166.15,0,14,232.07,1,Visa,46,0.8392,0,0
USER_8090,170.87,2023-02-09 06:38:00,29864.62,0,11,207.57,3,Visa,88,0.575,0,0
USER_7975,45.8,2023-02-21 13:45:00,94938.23,0,6,368.61,3,Amex,158,0.2225,1,0
USER_2846,77.25,2023-05-01 01:11:00,14245.27,0,12,192.13,0,Mastercard,3,0.599,0,0
USER_7869,70.08,2023-08-22 09:11:00,4792.45,0,4,45.2,1,Visa,127,0.0672,0,0
USER_5350,27.37,2023-05-30 00:29:00,74744.35,0,3,439.77,4,Amex,187,0.2937,0,1
USER_8026,62.0,2023-03-16 21:27:00,36146.11,0,5,451.0,1,Mastercard,161,0.5693,0,0
USER_6545,33.64,2023-10-29 23:31:00,9674.18,0,10,271.4,4,Amex,55,0.1238,0,1
USER_8142,32.25,2023-08-05 12:29:00,80244.56,0,7,160.14,2,Amex,59,0.4924,0,0
USER_6141,287.98,2023-11-27 04:18:00,13238.9,0,9,40.71,3,Mastercard,19,0.1186,1,0
USER_1151,266.58,2023-04-09 09:22:00,36685.47,0,13,33.58,4,Amex,195,0.4873,1,1
USER_4796,66.23,2023-05-02 01:32:00,18347.86,0,9,492.14,4,Visa,225,0.6782,0,1
USER_7551,300.74,2023-04-22 17:49:00,26420.43,0,12,250.69,1,Discover,62,0.8028,0,0
USER_4371,76.19,2023-11-21 03:07:00,78605.45,0,2,119.83,2,Mastercard,59,0.6962,1,0
USER_4018,29.84,2023-11-23 04:58:00,32677.53,0,1,363.45,3,Visa,117,0.159,1,0
USER_3990,231.29,2023-12-12 16:32:00,86619.89,0,9,417.6,3,Amex,18,0.8838,1,1
USER_4880,68.44,2023-05-27 16:33:00,78645.6,0,3,339.58,3,Mastercard,203,0.5559,1,0
USER_8009,13.19,2023-09-23 08:26:00,38925.5,0,7,196.24,0,Amex,212,0.448,0,0
USER_3516,102.89,2023-09-17 08:35:00,30695.67,0,4,32.36,1,Amex,62,0.8142,0,0
USER_2015,177.99,2023-10-24 00:53:00,69959.25,1,5,62.24,2,Discover,208,0.0076,1,0
USER_3068,120.32,2023-09-07 09:35:00,88693.55,0,11,230.14,3,Discover,198,0.8231,0,0
USER_4464,26.47,2023-09-21 06:34:00,20500.38,0,13,391.12,2,Visa,194,0.4645,0,0
USER_8639,210.98,2023-12-07 16:48:00,14361.8,0,2,35.22,3,Discover,173,0.4504,0,0
USER_8452,160.58,2023-06-03 11:14:00,60955.11,0,7,315.32,1,Amex,198,0.5051,0,0
USER_8151,52.5,2023-10-13 17:19:00,74184.21,0,9,146.86,4,Visa,219,0.0756,0,1
USER_2630,68.58,2023-11-03 18:27:00,55847.43,0,12,317.51,1,Amex,234,0.3251,0,0
USER_8210,8.26,2023-03-16 07:09:00,78451.8,0,2,417.81,3,Discover,164,0.8759,0,1
USER_2415,133.82,2023-10-07 21:29:00,94254.86,0,12,297.21,1,Mastercard,168,0.0451,1,0
USER_8597,251.8,2023-10-03 12:05:00,87999.62,0,13,56.74,0,Amex,28,0.7462,0,0
USER_1797,44.29,2023-03-17 08:06:00,52056.64,0,14,400.96,0,Visa,170,0.9524,0,1
USER_9047,25.05,2023-10-16 02:04:00,47100.97,0,5,105.48,2,Amex,204,0.9297,0,1
USER_5048,159.36,2023-06-07 09:27:00,46150.37,0,4,96.4,2,Visa,200,0.9967,0,1
USER_1948,154.59,2023-12-23 01:53:00,42889.03,0,12,12.45,2,Mastercard,118,0.6357,1,0
USER_3495,136.49,2023-08-21 09:05:00,29450.32,0,2,341.6,3,Discover,160,0.5891,0,0
USER_9883,155.09,2023-08-10 12:30:00,16524.51,0,7,219.58,4,Mastercard,2,0.0973,0,1
USER_6177,51.97,2023-03-23 02:17:00,41278.5,0,10,66.31,3,Visa,89,0.7717,0,0
USER_5731,52.75,2023-12-10 05:42:00,26976.85,0,12,151.45,0,Mastercard,170,0.0153,0,0
USER_3828,71.39,2023-02-13 20:55:00,53067.51,0,14,302.66,3,Visa,105,0.0584,1,0
USER_9978,50.8,2023-05-10 09:03:00,87491.78,0,5,158.15,2,Discover,112,0.8669,1,1
USER_8160,56.64,2023-04-05 21:03:00,34337.36,0,11,120.63,2,Mastercard,230,0.8361,1,0
USER_6974,23.31,2023-11-05 14:44:00,2489.44,0,14,104.81,3,Discover,232,0.0365,0,0
USER_8207,145.45,2023-08-08 09:53:00,36784.22,0,13,259.93,3,Visa,71,0.4347,1,0
USER_6150,9.65,2023-05-18 14:52:00,92112.94,0,1,436.66,1,Mastercard,4,0.1251,0,0
USER_3936,268.52,2023-01-09 05:33:00,52543.18,0,13,371.12,0,Visa,6,0.2972,0,0
USER_6427,23.32,2023-09-26 16:28:00,75259.34,0,11,88.25,1,Discover,45,0.8339,0,0
USER_8881,19.23,2023-11-16 18:29:00,99404.85,0,8,337.51,4,Visa,88,0.4605,1,1
USER_7445,6.17,2023-10-01 21:59:00,70452.68,0,14,47.22,4,Discover,7,0.6261,0,1
USER_1292,29.37,2023-12-24 16:44:00,6376.12,0,5,472.07,4,Amex,117,0.99,0,1
USER_6498,18.36,2023-05-26 19:14:00,88596.86,0,1,427.01,4,Visa,176,0.3229,1,1
USER_7432,52.59,2023-02-28 19:25:00,24496.15,0,3,98.36,3,Amex,48,0.7777,0,0
USER_3832,376.37,2023-04-18 22:06:00,49116.13,0,11,136.33,0,Visa,237,0.5833,0,0
USER_6128,469.43,2023-04-21 09:10:00,52125.14,0,13,462.31,4,Amex,15,0.5912,1,1
USER_2438,186.24,2023-09-26 05:30:00,18322.9,0,9,323.17,1,Visa,32,0.3756,0,0
USER_4598,35.02,2023-03-03 10:04:00,93166.03,1,14,366.68,2,Mastercard,30,0.9513,0,1
USER_5930,119.32,2023-08-10 18:07:00,31537.89,0,4,143.86,0,Amex,34,0.8934,1,1
USER_3748,92.61,2023-08-26 16:08:00,72970.82,0,1,191.55,2,Visa,203,0.6012,0,0
USER_6162,10.15,2023-02-27 02:40:00,6991.1,0,6,166.95,4,Mastercard,55,0.43,0,1
USER_2642,13.14,2023-04-02 19:32:00,23806.33,0,11,150.45,2,Amex,201,0.5644,0,0
USER_4156,51.35,2023-11-04 09:55:00,11501.26,0,11,436.88,3,Amex,85,0.5535,0,0
USER_5571,11.98,2023-09-02 06:16:00,907.29,0,12,118.82,4,Mastercard,92,0.7148,0,1
USER_5763,13.31,2023-01-27 15:03:00,25559.94,0,7,62.27,1,Visa,25,0.8653,0,1
USER_9283,72.49,2023-01-13 06:38:00,22118.14,0,5,100.2,0,Discover,29,0.2904,0,0
USER_4260,152.06,2023-05-02 05:12:00,77353.87,0,9,21.01,0,Visa,230,0.4928,0,0
USER_4504,50.7,2023-03-29 07:03:00,77270.18,0,2,49.55,4,Mastercard,185,0.3298,1,1
USER_1064,134.91,2023-09-23 00:51:00,93551.86,0,4,338.13,1,Mastercard,195,0.9466,1,1
USER_1807,216.73,2023-01-18 04:56:00,89547.5,1,5,436.23,4,Visa,178,0.3407,1,1
USER_1995,275.07,2023-08-09 14:59:00,64263.47,0,12,68.68,4,Discover,78,0.0026,0,1
